Year,IT01,IT02,IT03,IT04,ES01,ES02,ES03,ES04,ES05,ES06,ES07,ES08,ES09,ES10,ES11,ES12,ES13,ES14,ES15,ES16,ES17,ES18,ES19,ES20,PT01,FR01,FR02,FR03,FR04,FR05,FR06,FR07,FR08,FR09,FR10,FR11,FR12,FR13,FR14,FR15,GB01,GB02,GB03,BE01,BE02,BE03,BE04,NL01,DE01,DE02,DE03,DE04,DE05,DE06,DE07,DE08,CH01,CH02,CH03,CH04,CH05,CH06,CH07,CH08,CH09,CH10,CH11,AT01,AT02,HR01,HU01,HU02,HU03,CZ01,CZ02,CZ03,CZ04,CZ05,CZ06,CZ07,CZ08,PL01,PL02,NO01,NO02,NO03,NO04,NO05,NO06,NO07,NO08,NO09,NO10,SE01,SE02,SE03,SE04,LV01,RU01,RU02,RU03,RU04,RU05
1562,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,1,1,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1563,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,1,1,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1564,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,1,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1565,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,1,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1566,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,1,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1567,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,2,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1568,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,2,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1569,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,1,3,2,2,2,2,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1570,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,2,3,2,2,2,2,1,2,1,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1571,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1572,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1573,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1574,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1575,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1576,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,1,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1577,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1578,3,3,3,2,2,2,1,3,2,2,2,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1579,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1580,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1581,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1582,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1583,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1584,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1585,3,3,3,2,2,2,1,3,2,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1586,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1587,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1588,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1589,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1590,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,1,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1591,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1592,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1593,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1594,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1595,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1596,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1597,3,3,3,2,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1598,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1599,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1600,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1601,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1602,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1603,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1604,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1605,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1606,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1607,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1608,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1609,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1610,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1611,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1612,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,1
1613,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1614,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1615,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1616,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,1,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1617,3,3,3,3,2,2,1,3,3,2,3,2,2,3,1,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1618,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1619,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1620,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1621,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1622,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1623,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1624,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
1625,3,3,3,3,2,2,1,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,3,4,3,2,3,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2,3,2,2,3,2,2,3,3,3,1,1,2,2,1,1,1,1,1,1,2,2,2,3,3,1,1,1,1,1
